user,path,time,force_input_raw_y,force_input_raw_x,ppi,robot_pose_z,robotrainer_deviation_left,robot_pose_y,output_data_linear_z,velocity_output_angular_z,output_data_linear_x,virtual_force_resulting_force_y,virtual_force_resulting_force_x,output_data_angular_y,output_data_angular_z,hrv,heart_rate,virtual_force_position_x,virtual_force_position_y,virtual_force_velocity_out_y,virtual_force_velocity_out_x,force_input_scaled_limited_y,force_input_scaled_limited_x,torque_input_scaled_limited_z,path_index_left,path_index_front,virtual_force_resulting_velocity_x,virtual_force_resulting_velocity_y,virtual_force_velocity_in_y,virtual_force_velocity_in_x,ppg_ch1,velocity_output_linear_x,velocity_output_linear_y,ppg_ch2,torque_input_raw_z,ppg_ch0,robotrainer_deviation_right,path_index_right,ppg_ch3,robotrainer_deviation_front,robot_pose_x,total_duration,age_x,age_y,gender
6,12,11.0,0.48874722693593653,15.24185549889087,508.6222222222222,0.8253020865773478,0.33776424462476085,10.135912492617825,87.68430300556956,-0.017650212752031307,15.225916691988697,,,-1.8262434250260868,-0.501655897239,,126.0,,,,,0.0049107073881412625,0.15197931172491738,-0.016354766541630872,,,,,,,,0.2855559100588261,0.0029528630861925644,,-0.4941896990123477,,0.6103325006334783,,,0.0736543747561,0.01140502722199998,23.5786168575,24.0,24.0,Weiblich
6,13,15.0,-0.613547447929982,12.74716661305129,567.2722222222222,0.5407792097535484,0.4206351048566839,10.236453855569676,33.764701130631934,-0.011976218710616129,12.751770050358388,,,-0.44464816204122287,0.6625749400416774,,118.0,,,,,-0.004832686885652806,0.12710466647113872,0.02200516577679968,,,,,,,,0.21110710761239354,-0.004657352771012258,,0.6608781985200646,,0.5278448703190187,,,0.20267005018720774,-0.4078073405425839,31.1265926361,24.0,24.0,Weiblich
6,14,26.0,-0.6610288676082382,10.299310850849025,508.31604136604136,-0.743068167535849,0.8183469732720924,9.78514853533132,42.94667189942217,-0.023745166117491567,10.307637695438666,,,-0.4196219949653774,-2.65950327644093,,118.0,,,,,-0.006803329091375661,0.10269815939730717,-0.08804904834673336,,,,,,,,0.15582490810076227,-0.0163049331517973,,-2.655416433649853,,0.5551945608764487,,,0.901864052332049,-1.5825156568724583,53.3702573776,24.0,24.0,Weiblich
6,15,7.5,4.442038283077938,24.335335309514374,845.3407407407407,0.540258918405,0.21666599868908126,10.3748110772475,140.40908060243126,-0.016478445861487497,24.33702675991125,-0.2595626654308598,-0.033936505345503076,-3.37390541057025,0.8212346784000003,,93.0,-0.25988829538264396,10.376286926715274,-0.041847327658056356,0.4300946896453785,0.04465907027537312,0.24315748470386875,0.033673369181,,,-0.027189299131463618,-0.20632202872542996,0.09562856617940975,0.44961224397667193,,0.4300946896455,-0.04184732765807125,,0.926896402340625,,0.712696078504,,,0.10698863006065,-0.2568806451753125,16.1740210056,24.0,24.0,Weiblich
6,16,8.0,10.479380155557228,21.515473442391766,588.8975468975469,-0.07224031945764701,0.20471265115849413,10.499192392718236,115.49866016397648,-0.005495509649399997,21.568709717484708,-0.46256022596506,-0.11396700686375211,-2.646345766244294,0.14126973644058816,,136.0,-0.10566519366497372,10.499440578881499,-0.06426754502969391,0.36452530042012987,0.10577034339727354,0.21491449641441765,0.03506295058754706,,,-0.09121358462701648,-0.3675356834199309,0.16665471719005656,0.4229575771945391,,0.36424680382716473,-0.06434311553511235,,0.11609798815835286,,0.7127031883581765,,,0.11112919243668294,-0.1045966952428412,17.7181346416,24.0,24.0,Weiblich
6,17,8.0,9.85763577938659,26.857154462829413,829.3333333333334,-0.13646454417429416,0.21647649881218237,10.599122543360588,261.4512606886706,-0.011312939820270582,26.768432554052943,-0.5202766460069254,-0.16649767141363986,-6.437683677138235,-0.029545681907059,,136.0,-0.2822892560628186,10.598058549513372,-0.1119486315824911,0.39504391690419627,0.09857433264280353,0.26798929593735293,0.006386612929663536,,,-0.1333794163157892,-0.4160393730924144,0.16997945662778535,0.49114700212726786,,0.39514858292872707,-0.11195878096382295,,-0.00781262183052935,,0.8058678530042352,,,0.1351590141423194,-0.27850493424235884,17.1385521889,24.0,24.0,Weiblich
6,18,8.5,-1.0909797913237778,26.305858038239442,739.5625,0.42378706314702214,0.2852791983572333,10.295748601962778,139.68850516305,-0.023624771818055557,26.295795903831113,-0.027064223037863787,-0.14358147068482793,-3.1805673890613333,-1.117820888723389,,126.0,-0.43065226870535983,10.294568108705413,-0.01409807991283711,0.38839959236853594,-0.010352325559394443,0.2629955987117722,-0.013982693657666107,,,-0.11476256605226179,-0.02154435080160923,-0.0009445659521584376,0.47230678223455325,,0.38839959236849997,-0.014098079912855558,,-1.1129158884454444,,0.6022511340535001,,,0.08264770159128222,-0.4349939603089611,18.2259690762,24.0,24.0,Weiblich
6,19,8.0,3.398603708779412,32.86648416838118,623.2801864801864,0.7186432259539411,0.3611789941869177,10.19427482166647,178.87313594840904,-0.02784942234885295,32.944989184838235,-0.10120132111871534,-0.20016134545224482,-4.301382387048412,-1.3385849471723528,,126.0,-0.24537509756244352,10.195057290641174,0.03626500197401741,0.41889487262830083,0.03457097580535882,0.3179023941271647,0.0010865098520283498,,,-0.16020956518764437,-0.08043900712102063,0.09212041798355194,0.5329290219763737,,0.4189353145937647,0.03632646308762411,,-1.3358285968299886,,0.5536368980017294,,,0.11462769607777647,-0.24331951007247057,17.243491888,24.0,24.0,Weiblich
6,20,7.5,2.8422196623743123,37.42596854190125,1332.75,0.5743240175876875,0.308256628571425,10.3246302089825,191.50705067549998,-0.0294831324064375,37.463548004230624,-0.15421511734909893,-0.31089748424346947,-4.65218904935425,-1.6192866278070064,,126.0,-0.28710901865736316,10.322813356368194,0.01276152711395709,0.4088872941029653,0.0289414992757425,0.34632564251610626,-0.010959095197866876,,,-0.24796389371315614,-0.12414911533648111,0.09363144384968283,0.5764607696765706,,0.40911189935169373,0.012523572597325006,,-1.592356692333,,0.62501273144825,,,0.1391509272983125,-0.2828441523017875,16.8970215321,24.0,24.0,Weiblich
7,1,3.0,-1.1027802374385713,61.596983113957144,959.4,1.7490399141980002,0.314871342093,10.045558921518571,172.3611447234286,0.019853974323638574,61.37442226192858,-0.2624691230038702,-0.04078729414935086,-4.50458556292,-1.8165432282213716,,76.0,1.0007140072140686,9.701045707180901,-0.15906910421699222,1.0319823722596417,-0.009711163828842859,0.5954437786564286,-0.056528238629134274,,,-0.03302811870420558,-0.209587164931004,-0.023793838613234246,1.054459728898206,,1.0319823722592858,-0.15906910421688572,,-1.7687062418397141,,0.6450310197575714,,,0.0808862228938,0.2356563766970001,7.84282016754,26.0,26.0,M�nnlich
7,2,3.5,-0.222665241667875,60.2003564260625,782.1785714285714,0.9755135420107501,0.3225896478081,10.1134548525325,294.0753874681875,-0.028770895682574998,60.1434881354625,-0.4729274183521882,-0.08792328617100757,-7.52151366467665,-2.94970184461825,,76.0,0.3190477571084453,9.875661979180231,-0.1735830270264139,0.9825470669472698,-0.0020870012308825,0.590943846114,-0.061311316832859994,,,-0.07106661005653422,-0.3807688004427796,-0.0003106884091158494,1.013626786342242,,0.9825470669476251,-0.17358302702636375,,-2.9151492875395126,,0.6314687748215,,,0.091640926025925,-0.009360509041874965,8.13094305992,26.0,26.0,M�nnlich
