user,path,time,force_input_raw_y,force_input_raw_x,ppi,robot_pose_z,robotrainer_deviation_left,robot_pose_y,output_data_linear_z,velocity_output_angular_z,output_data_linear_x,virtual_force_resulting_force_y,virtual_force_resulting_force_x,output_data_angular_y,output_data_angular_z,heart_rate,virtual_force_position_x,virtual_force_position_y,virtual_force_velocity_out_y,virtual_force_velocity_out_x,force_input_scaled_limited_y,force_input_scaled_limited_x,torque_input_scaled_limited_z,virtual_force_resulting_velocity_x,virtual_force_resulting_velocity_y,virtual_force_velocity_in_y,virtual_force_velocity_in_x,velocity_output_linear_x,velocity_output_linear_y,torque_input_raw_z,robotrainer_deviation_right,robotrainer_deviation_front,robot_pose_x,total_duration,age_x,age_y,gender,Balance Test,Single Leg Stance,Robotrainer Front,Robotrainer Left,Robotrainer Right,Hand Grip Left,Hand Grip Right,Jump & Reach,Tandem Walk,Figure 8 Walk,Jumping Sideways,Throwing Beanbag at Target,Tapping Test,Ruler Drop Test,Gender
5,10,3.5,-2.83008619121475,62.43941621262,870.1071428571429,2.01625352635125,0.4932916761105,10.031019195676247,89.3380683184375,-0.073758140663355,62.526392007195,-0.0020681372314234,-0.1178042400195956,-2.440538303935125,-1.5344813462050002,100.25,-0.2636503304199341,10.027818741067186,0.057973309708211,0.8936579897191308,-0.0280758637850858,0.553285579796825,-0.0563872445649499,-0.0933914615988499,-0.0028289527775821,0.0525986805277855,0.9661129741634532,0.893657989720375,0.0579733097080787,-1.6148149859737495,0.6138111221865,0.17862858183705,-0.291882575036175,8.73987007141,39.0,39.0,Weiblich,107.0588235,5.0,245.25,154.57,172.04,27.3,33.1,36.0,16.09,4.86,49.0,8.5,10.16,3.5,Female
5,11,6.5,1.8237537624211428,14.610755173587858,1117.2380952380952,-0.1811878543902857,0.3310096574368142,10.060979944959286,83.38421894037857,0.3224667909641571,14.61349119594143,,,-1.2609467476187857,-8.488025372618571,79.0,,,,,0.0162937948090364,0.1460209363014071,-0.2869204583623571,,,,,0.2944654399707857,0.02753880159712,-8.494436090120715,0.3347962870814643,0.5322018533890357,-0.5409016391704285,14.472603797899998,39.0,39.0,Weiblich,107.0588235,5.0,245.25,154.57,172.04,27.3,33.1,36.0,16.09,4.86,49.0,8.5,10.16,3.5,Female
5,12,3.5,-3.83809854120375,44.430076935575,,0.4306694348500001,0.2143282046948625,10.3036055065125,191.7694763585875,-0.012547551402225,44.4424457378375,,,-4.77764630145,-1.3303607346712494,,,,,,-0.0385387937879499,0.4418526264185,-0.0247097421439825,,,,,0.760933684620875,-0.1084101291265625,-1.3556121743612504,0.727828225306375,0.0904079618532375,-0.009458106873375,8.85263085365,39.0,39.0,Weiblich,107.0588235,5.0,245.25,154.57,172.04,27.3,33.1,36.0,16.09,4.86,49.0,8.5,10.16,3.5,Male
5,13,8.5,-11.655558657408204,26.086349314219447,,-0.155164636684,0.4143001889618944,10.743109196186111,125.43726909833332,-0.0355212396348555,26.102807839731117,,,-3.1462185857088887,4.220600493411284,98.0,,,,,-0.1166822675133672,0.2606209996267555,0.140114546318135,,,,,0.4851940725807221,-0.2032523665806866,4.213923928238528,0.8199666126382111,0.5500993628823889,-0.3591378394738445,18.2640352249,39.0,39.0,Weiblich,107.0588235,5.0,245.25,154.57,172.04,27.3,33.1,36.0,16.09,4.86,49.0,8.5,10.16,3.5,Male
5,14,6.5,0.1526546992407145,29.11051807514786,,1.0155903805635,0.4223210516197571,10.068803457004284,133.01590599740717,0.0239271633927714,29.17879214706429,,,-2.9968910417311325,-3.2186050050135715,,,,,,0.00096102459025,0.2897987822778,-0.0865747989948285,,,,,0.5482256789205714,0.048622148404189,-3.254759922712786,0.4855883103848071,0.4104702423779571,-0.7092190863844287,14.025793075599998,39.0,39.0,Weiblich,107.0588235,5.0,245.25,154.57,172.04,27.3,33.1,36.0,16.09,4.86,49.0,8.5,10.16,3.5,Female
5,15,4.5,2.8311630568790003,36.2753000160377,1662.8333333333337,0.075131074007,0.16874689421861,10.5460574111,205.29191602774,0.01246583071193,36.4331257218567,-0.2703878083221253,-0.0755265812376426,-5.264195807357099,1.4160215243820002,50.2,-0.2639483035091947,10.538908150855203,-0.1313256959256881,0.6346456713713783,0.02812784671666,0.362388796926602,-0.0018603050767,-0.0612807149531211,-0.2151819690279764,0.0045152955518192,0.6760428603801893,0.6346456713712,-0.1313256959256,1.3526528620770004,0.7657511693174,0.14271189005204,-0.2744889480213,10.4828722477,39.0,39.0,Weiblich,107.0588235,5.0,245.25,154.57,172.04,27.3,33.1,36.0,16.09,4.86,49.0,8.5,10.16,3.5,Male
5,16,5.0,2.686624687686181,37.3664870951,1264.9523809523812,0.2109038210054545,0.185624962155,10.596599136818185,168.72957559996365,0.0008463005502,37.43653993700909,-0.3459314204175439,-0.1211552184899641,-3.9263704530820913,-4.159535347996364,30.0,-0.4325557380965836,10.591748015271769,-0.161511522466727,0.6125699810684648,0.0269259406649563,0.3698756088630909,-0.0401501056994545,-0.0973465061990517,-0.2750361827172572,0.0034406903659115,0.6811526989641624,0.6125699810683636,-0.1615115224666836,-4.158702510049091,0.8101054461466363,0.1373670858838636,-0.4343647551163636,11.1098237038,39.0,39.0,Weiblich,107.0588235,5.0,245.25,154.57,172.04,27.3,33.1,36.0,16.09,4.86,49.0,8.5,10.16,3.5,Female
5,17,4.5,3.2705987564540004,48.74358328586301,1649.625,-0.1509928414760999,0.2159159617013,10.710782172815,199.48319307893,0.01957950044682,48.835142319746,-0.4931029950894223,-0.3091257519131434,-5.072051242683,-1.2960931446199992,108.0,-0.3563494480469723,10.705564734520332,-0.2385306507704305,0.6542738444829788,0.0322501332760599,0.46111147862775,0.0614298053618099,-0.2476315201737514,-0.3942699742630766,0.0346680677577824,0.8233501861663033,0.6542738444830499,-0.23853065077049,-1.2907893489560007,0.8491580453787,0.1326653255630299,-0.3586036054032999,10.0599460602,39.0,39.0,Weiblich,107.0588235,5.0,245.25,154.57,172.04,27.3,33.1,36.0,16.09,4.86,49.0,8.5,10.16,3.5,Female
5,18,4.0,-4.102364008457778,49.849947625422224,1127.4166666666663,0.3466289195154444,0.2341898404925333,10.374760792718888,245.72589943823,-0.0475225168522222,49.7675579612,-0.0151810311134117,-0.0914396263594801,-6.039378314902112,-3.6085633015188887,30.0,-0.5339980698283198,10.374286000866082,-0.0815267177326349,0.7570059411160271,-0.0404709372271999,0.4785624521798889,-0.0196221268317666,-0.0740982481238954,-0.0102209112048112,-0.0776428935902414,0.8212728558482625,0.7570059411154444,-0.0815267177325777,-3.714657808976666,0.7163709173021111,0.2013526383948111,-0.5504969711434444,9.08276987076,39.0,39.0,Weiblich,107.0588235,5.0,245.25,154.57,172.04,27.3,33.1,36.0,16.09,4.86,49.0,8.5,10.16,3.5,Male
5,19,4.5,-7.104390912606699,48.27096782305991,1211.8333333333333,0.28989589850869,0.25522437173886,10.336773591505,198.094536988549,-0.0442673407107,48.296324464182,0.0448709306993226,-0.1813023772693548,-4.3358934457434,-9.612371557351,30.0,-0.5767292926518909,10.331151677292493,-0.109777798393667,0.6534909983417818,-0.07055393267651,0.441803081152311,-0.1082979685142,-0.144625687084874,0.0347335357130031,-0.1385918508287662,0.7523717576453901,0.6534909983422,-0.1097777983936499,-9.575955684217,0.7171296926224999,0.20602274609121,-0.5823162068651,10.5344238281,39.0,39.0,Weiblich,107.0588235,5.0,245.25,154.57,172.04,27.3,33.1,36.0,16.09,4.86,49.0,8.5,10.16,3.5,Female
5,20,4.0,-3.2868745539654443,49.168073513572665,730.1307692307691,-0.3201929099463332,0.3229289015711444,10.57128861823,300.85509243312225,-0.0104173681057333,48.90550875914811,-0.1225995566010291,-0.1036144356683716,-7.122766841946445,-7.951218311782889,30.0,-0.4858994115334332,10.563266533842006,-0.1150458164736454,0.7846523198556281,-0.0326123871029277,0.4327777781862422,-0.1062629945556111,-0.084414738008151,-0.0960608378019696,-0.0704221359167528,0.8536417886361415,0.7854423475365555,-0.1144256569874666,-8.006400123339334,0.7860409998802222,0.3592552623102333,-0.4937771464256666,9.87593102455,39.0,39.0,Weiblich,107.0588235,5.0,245.25,154.57,172.04,27.3,33.1,36.0,16.09,4.86,49.0,8.5,10.16,3.5,Male
6,1,5.5,4.511202208607833,34.587018353891665,,2.8897372479625,0.40707048951025,10.018970360104166,156.66204963411667,-0.0073369461660466,34.514841346191666,-0.2953066737190699,-0.0252776532378427,-3.953845591791584,0.5852290560100252,66.0,0.658274444798914,9.695959431893469,-0.0427671736308447,0.62235815846923,0.04477058656045,0.345780102044,0.0131166180351733,-0.020236149048696,-0.2359558967327848,0.0916020689601049,0.6343586470191255,0.6218987039468333,-0.0429429234077883,0.5866764233290834,0.5661193937519167,0.0361518954428166,-0.0219370244170833,12.7696344852,24.0,24.0,Weiblich,110.8333333,8.0,88.43,103.29,106.76,31.0,39.9,36.5,11.35,4.76,49.0,14.66666667,10.57,19.5,Male
6,2,5.0,4.187650080511182,38.50849421247818,1427.4333333333334,1.2100271576078183,0.2928413116120636,10.231206523098182,232.86199722068184,0.0013244458092245,38.47745513249409,-0.4391798710262921,-0.0849861401031784,-6.027553713590819,2.0540327504838185,30.0,0.5175212084924635,9.824773080399227,-0.1239275112836565,0.6407719588513044,0.042019102732369,0.3767706225001727,0.0351485107060181,-0.0684038963911194,-0.3506796125908969,0.0856350516455658,0.6835957913135274,0.6407719588512727,-0.1239275112836372,2.1187753325576364,0.7424880837147273,0.1113865802585818,-0.0048006781456272,11.860899686799998,24.0,24.0,Weiblich,110.8333333,8.0,88.43,103.29,106.76,31.0,39.9,36.5,11.35,4.76,49.0,14.66666667,10.57,19.5,Female
6,3,6.0,7.974717474783308,35.02787651318692,,1.191819034775077,0.3183944129406923,10.26673970083,221.3768739673,-0.0088859711200353,34.96817180063154,-0.6593853967417601,-0.1317483764316069,-5.553815191221846,-0.0830616047153768,,0.2716925514598817,9.951224306279602,-0.1192991026705261,0.5770489491111837,0.0775328826758884,0.3608819697017739,0.0120165790050269,-0.1057420163940619,-0.5279153513438367,0.153465112990609,0.6318251308860936,0.5770489491111769,-0.1192991026704076,-0.0427932960981155,0.7984165683853846,0.1640971338044615,0.0657501482336076,13.5139219761,24.0,24.0,Weiblich,110.8333333,8.0,88.43,103.29,106.76,31.0,39.9,36.5,11.35,4.76,49.0,14.66666667,10.57,19.5,Male
6,4,4.5,0.4082902068419999,43.97893425332,,2.804995776222,0.4610928673223999,9.928475749229,196.233346616,-0.0115160862917513,43.97350372691,,,-5.094150388786,0.3913615689281001,,,,,,0.00299254727624,0.4397856965143,0.01408957860528,,,,,0.7873498007194,0.0133537462081549,0.4194273077392401,0.5183704935364,0.0547090818063,0.0376291334975,10.2771763802,24.0,24.0,Weiblich,110.8333333,8.0,88.43,103.29,106.76,31.0,39.9,36.5,11.35,4.76,49.0,14.66666667,10.57,19.5,Female
6,5,5.5,0.5837619680514333,36.9683546080075,1008.4666666666668,2.7179446373166667,0.6271057963250833,9.7630931486775,238.2451618988333,-0.008544851654525,36.940729310853335,0.2801847760166169,-0.0910331748999384,-5.992762747346667,-0.0863912570540001,98.0,0.2389899509158723,9.78111585041798,0.1164071578431043,0.6446964223523695,0.0058996388203326,0.3693091121346083,-0.0117285276440133,-0.0731134713015151,0.2241222903378306,0.0125938818745311,0.678960730300287,0.6446964223523334,0.1164071578430916,0.0084139360589167,0.3315316095647916,0.0554048789820208,-0.0802626411263333,12.2265357971,24.0,24.0,Weiblich,110.8333333,8.0,88.43,103.29,106.76,31.0,39.9,36.5,11.35,4.76,49.0,14.66666667,10.57,19.5,Male
6,6,4.5,-2.509606118997,41.44450088278,1321.1666666666667,2.657467460822,0.6473923728398,9.683134581617,297.7696269672,-0.018755401634753,41.47165623774,0.3583571322012037,-0.1327250627291732,-7.572263591668999,0.9985952141347,98.0,0.5250172551936282,9.685109283440813,0.146381099092616,0.7118532186340316,-0.02506267160345,0.410608934375,0.012696668064827,-0.1068524340369027,0.2863213942405604,-0.0180851555244543,0.7724219952520017,0.7120243974269,0.146502858742583,0.9429911871899004,0.31398175437342,0.07083214224882,0.0529301870672999,10.9891889095,24.0,24.0,Weiblich,110.8333333,8.0,88.43,103.29,106.76,31.0,39.9,36.5,11.35,4.76,49.0,14.66666667,10.57,19.5,Female
6,7,4.5,-3.9740868801052,48.192234156728,1615.375,2.693615527682,0.6760923613692,9.653256719486,271.89822535485,-0.0028712343332822,48.149255015023,0.5258615766723179,-0.1574223090306282,-6.965666752933001,0.3034135302178,142.0,0.6236346198377555,9.669019477917404,0.1370411018268321,0.7585785291891913,-0.039129319381617,0.46023486701168,-0.0217432748941099,-0.1272066722833408,0.4230464904857542,-0.0659519445373337,0.8205613009056096,0.7585785291889,0.13704110182679,0.2405420873819001,0.35067092280374,0.106852373270407,0.07888457298912,10.6278119087,24.0,24.0,Weiblich,110.8333333,8.0,88.43,103.29,106.76,31.0,39.9,36.5,11.35,4.76,49.0,14.66666667,10.57,19.5,Female
6,8,7.0,1.7784967519378665,30.214940402451337,674.3796296296297,2.8368445022246664,0.4555400647081333,10.001108858769332,127.02613716804132,-0.023694510705402,30.143855010728,-0.0738689646429035,-0.056414594196505,-3.0721060002988803,-0.6368896117667333,142.0,-0.1653687435034441,9.999014492155764,0.0276439981470765,0.5161911059417893,0.0174729587475246,0.3020708452624866,0.0043029775564267,-0.0451863087627027,-0.0589801945073797,0.0659533159321211,0.5488570967401077,0.5161911059418,0.0276439981469579,-0.6446757874981038,0.5095412976777334,0.0504527203765,-0.1708229014187199,15.4744677544,24.0,24.0,Weiblich,110.8333333,8.0,88.43,103.29,106.76,31.0,39.9,36.5,11.35,4.76,49.0,14.66666667,10.57,19.5,Male
6,9,6.0,3.7380994783642314,36.42006218544616,1198.1,2.112328021234992,0.4176757103192,9.978885930219231,168.63155832796923,-0.0375875719599553,36.46288201850769,-0.1118083361822896,-0.1169430373957211,-4.181265529879308,-0.9722464021171,135.0,0.0129506718592653,9.97865249032597,0.0544947234092014,0.5656188022348106,0.0374049729356692,0.3640982197562307,-0.0076624926654015,-0.0933461629332376,-0.090406309549747,0.1107529894446204,0.6301743440270088,0.5651787122603846,0.0541480451847384,-0.8845313069427305,0.5617023848650539,0.0796102414151484,0.0136434773944615,13.661984205199998,24.0,24.0,Weiblich,110.8333333,8.0,88.43,103.29,106.76,31.0,39.9,36.5,11.35,4.76,49.0,14.66666667,10.57,19.5,Female
6,10,7.5,0.267168569795,27.89714273605875,818.3777777777777,1.7756281644175,0.5411381158842687,10.133772013360623,310.8957467070875,-0.0282729288424418,27.875465801706248,-0.0805695822684332,-0.059571781088877,-7.6857134235575,-0.0137463757476375,135.0,-0.3450510381903926,10.133289143104536,-0.0034284472520865,0.5111031429662123,0.0036385245827762,0.2836927968075687,-0.029442687788955,-0.047983751253503,-0.0647002294539242,0.047415426554814,0.5443931426958619,0.5111031429661875,-0.0034284472521237,-0.0503585073048125,0.64803849614965,0.2990818673486225,-0.34654214885944,16.0300593376,24.0,24.0,Weiblich,110.8333333,8.0,88.43,103.29,106.76,31.0,39.9,36.5,11.35,4.76,49.0,14.66666667,10.57,19.5,Male
6,11,30.0,1.2682580630540825,4.536843434914538,575.8608796296296,0.3580206701503294,0.2176598459170541,10.050586616019672,19.994980172767526,0.0744404380507007,4.546919034715676,,,0.0419621024025409,-1.9612316385223445,126.0,,,,,0.0097395731117786,0.0428444091870995,-0.0653404609737121,,,,,0.0702552099171801,0.0194336342901693,-1.9613327642690752,0.3256527822936393,0.4533131908416377,-0.0223134427948852,61.3524405956,24.0,24.0,Weiblich,110.8333333,8.0,88.43,103.29,106.76,31.0,39.9,36.5,11.35,4.76,49.0,14.66666667,10.57,19.5,Female
6,12,11.0,0.4887472269359365,15.24185549889087,508.6222222222222,0.8253020865773478,0.3377642446247608,10.135912492617823,87.68430300556956,-0.0176502127520313,15.225916691988695,,,-1.8262434250260868,-0.501655897239,126.0,,,,,0.0049107073881412,0.1519793117249173,-0.0163547665416308,,,,,0.2855559100588261,0.0029528630861925,-0.4941896990123477,0.6103325006334783,0.0736543747561,0.0114050272219999,23.5786168575,24.0,24.0,Weiblich,110.8333333,8.0,88.43,103.29,106.76,31.0,39.9,36.5,11.35,4.76,49.0,14.66666667,10.57,19.5,Female
6,13,15.0,-0.613547447929982,12.74716661305129,567.2722222222222,0.5407792097535484,0.4206351048566839,10.236453855569676,33.764701130631934,-0.0119762187106161,12.751770050358388,,,-0.4446481620412228,0.6625749400416774,118.0,,,,,-0.0048326868856528,0.1271046664711387,0.0220051657767996,,,,,0.2111071076123935,-0.0046573527710122,0.6608781985200646,0.5278448703190187,0.2026700501872077,-0.4078073405425839,31.1265926361,24.0,24.0,Weiblich,110.8333333,8.0,88.43,103.29,106.76,31.0,39.9,36.5,11.35,4.76,49.0,14.66666667,10.57,19.5,Male
6,14,26.0,-0.6610288676082382,10.299310850849023,508.31604136604136,-0.743068167535849,0.8183469732720924,9.78514853533132,42.94667189942217,-0.0237451661174915,10.307637695438666,,,-0.4196219949653774,-2.65950327644093,118.0,,,,,-0.0068033290913756,0.1026981593973071,-0.0880490483467333,,,,,0.1558249081007622,-0.0163049331517973,-2.655416433649853,0.5551945608764487,0.901864052332049,-1.5825156568724583,53.3702573776,24.0,24.0,Weiblich,110.8333333,8.0,88.43,103.29,106.76,31.0,39.9,36.5,11.35,4.76,49.0,14.66666667,10.57,19.5,Male
6,15,7.5,4.442038283077938,24.33533530951437,845.3407407407407,0.540258918405,0.2166659986890812,10.3748110772475,140.40908060243126,-0.0164784458614874,24.33702675991125,-0.2595626654308598,-0.033936505345503,-3.37390541057025,0.8212346784000003,93.0,-0.2598882953826439,10.376286926715274,-0.0418473276580563,0.4300946896453785,0.0446590702753731,0.2431574847038687,0.033673369181,-0.0271892991314636,-0.2063220287254299,0.0956285661794097,0.4496122439766719,0.4300946896455,-0.0418473276580712,0.926896402340625,0.712696078504,0.10698863006065,-0.2568806451753125,16.1740210056,24.0,24.0,Weiblich,110.8333333,8.0,88.43,103.29,106.76,31.0,39.9,36.5,11.35,4.76,49.0,14.66666667,10.57,19.5,Male
6,16,8.0,10.479380155557228,21.51547344239177,588.8975468975469,-0.072240319457647,0.2047126511584941,10.499192392718236,115.49866016397648,-0.0054955096493999,21.568709717484708,-0.46256022596506,-0.1139670068637521,-2.646345766244294,0.1412697364405881,136.0,-0.1056651936649737,10.4994405788815,-0.0642675450296939,0.3645253004201298,0.1057703433972735,0.2149144964144176,0.035062950587547,-0.0912135846270164,-0.3675356834199309,0.1666547171900565,0.4229575771945391,0.3642468038271647,-0.0643431155351123,0.1160979881583528,0.7127031883581765,0.1111291924366829,-0.1045966952428412,17.7181346416,24.0,24.0,Weiblich,110.8333333,8.0,88.43,103.29,106.76,31.0,39.9,36.5,11.35,4.76,49.0,14.66666667,10.57,19.5,Female
6,17,8.0,9.85763577938659,26.857154462829413,829.3333333333334,-0.1364645441742941,0.2164764988121823,10.599122543360588,261.4512606886706,-0.0113129398202705,26.768432554052943,-0.5202766460069254,-0.1664976714136398,-6.437683677138235,-0.029545681907059,136.0,-0.2822892560628186,10.598058549513372,-0.1119486315824911,0.3950439169041962,0.0985743326428035,0.2679892959373529,0.0063866129296635,-0.1333794163157892,-0.4160393730924144,0.1699794566277853,0.4911470021272678,0.395148582928727,-0.1119587809638229,-0.0078126218305293,0.8058678530042352,0.1351590141423194,-0.2785049342423588,17.1385521889,24.0,24.0,Weiblich,110.8333333,8.0,88.43,103.29,106.76,31.0,39.9,36.5,11.35,4.76,49.0,14.66666667,10.57,19.5,Female
