time,force_input_raw_y,force_input_raw_x,ppi,robot_pose_z,robotrainer_deviation_left,robot_pose_y,output_data_linear_z,velocity_output_angular_z,output_data_linear_x,virtual_force_resulting_force_y,virtual_force_resulting_force_x,output_data_angular_y,output_data_angular_z,hrv,heart_rate,virtual_force_position_x,virtual_force_position_y,virtual_force_velocity_out_y,virtual_force_velocity_out_x,force_input_scaled_limited_y,force_input_scaled_limited_x,torque_input_scaled_limited_z,path_index_left,path_index_front,virtual_force_resulting_velocity_x,virtual_force_resulting_velocity_y,virtual_force_velocity_in_y,virtual_force_velocity_in_x,ppg_ch1,velocity_output_linear_x,velocity_output_linear_y,ppg_ch2,torque_input_raw_z,ppg_ch0,robotrainer_deviation_right,path_index_right,ppg_ch3,robotrainer_deviation_front,robot_pose_x,user,path,total_duration,age,gender
0.0,-0.726042919981,27.1280152412,656.857142857,2.82923309844,0.210400635584,9.20777808979,139.503072635,-0.0973752748507,27.0305459696,,,-3.08583558839,-2.44586501182,,96.0,2.400098511798336,9.208195775254456,-0.0010646612051297,0.2028420392573914,-0.00372033044364,0.271280152412,-0.0826925057455,,,,,-0.0010646612051297,0.2028420392573914,,0.202842039257,-0.00106466120513,,-2.4745168963,,1.01727656761,,,0.0188531655324,2.40136571288,27,16,18.9640157223,52.0,M�nnlich
1.0,-1.45098554677,26.759664256,,2.71288474487,0.0661277553065,9.30377376968,157.654470012,-0.125446299546,26.7133687002,,,-3.77855197839,-0.675273983675,,96.0,2.1508448553329558,9.304830240353091,0.002631238462326,0.339174585008862,-0.0164660773524,0.26759664256,-0.0238522178253,,,,,0.002631238462326,0.339174585008862,,0.339174585009,0.00263123846233,,-0.718017471489,,0.92829878175,,,0.00665553903138,2.15329443973,27,16,18.9640157223,52.0,M�nnlich
2.0,3.02383946114,20.1511947964,,2.59098352826,0.100772886503,9.47583140491,169.068549996,-0.108964496494,20.1789681612,,,-3.79170296962,-3.05569022822,,96.0,1.8154377370692865,9.477266798138665,0.019166343535277,0.4054223746105869,0.0305959106808,0.201511947964,-0.101648698434,,,,,0.019166343535277,0.4054223746105869,,0.405422374611,0.0191663435353,,-3.04863258653,,0.813994072593,,,0.0184536612509,1.8179732909,27,16,18.9640157223,52.0,M�nnlich
3.0,2.68120835304,24.7128374202,,2.48010137522,0.237207988926,9.69618518382,124.46763804,-0.0948783950506,24.7904593019,,,-2.71385207998,-2.50317875258,,96.0,1.4689886367142888,9.6982191570783,0.0228300438075986,0.4254048204266214,0.0290571525775,0.247128374202,-0.0861366646921,,,,,0.0228300438075986,0.4254048204266214,,0.425404820427,0.0228300438076,,-2.58345670785,,0.710989079466,,,0.0265190327889,1.47189038006,27,16,18.9640157223,52.0,M�nnlich
4.0,-3.84630642618,21.158223806,,2.41403390246,0.343650547912,9.96803813088,100.339228249,0.0140058123088,21.0714724846,,,-2.44696228866,4.46868257094,,96.0,1.1192720090531794,9.970028120481777,0.0076835083029823,0.4595592821086488,-0.0360021344159,0.21158223806,0.14778982155,,,,,0.0076835083029823,0.4595592821086488,,0.459559282109,0.00768350830298,,4.43369464649,,0.619002792229,,,0.039987584833,1.12159686001,27,16,18.9640157223,52.0,M�nnlich
5.0,-1.17965041394,21.5466576361,619.5,2.48773471572,0.431146393641,10.2641503055,98.9871339328,0.150804249182,21.732590378,,,-2.30142300946,1.52496479502,,96.0,0.789401223879226,10.26580094445726,-0.0299176939531809,0.4320355673912993,-0.00861103420132,0.215466576361,0.0564157497394,,,,,-0.0299176939531809,0.4320355673912993,,0.432035567391,-0.0299176939532,,1.69180687837,,0.51398753304,,,0.0193799345205,0.791184508369,27,16,18.9640157223,52.0,M�nnlich
6.0,-14.4842956851,8.52441503786,,2.64982315712,0.535080086307,10.5319921698,153.222516637,0.280496867339,8.53770294658,-0.0161255979873245,0.0082716622221962,-4.13077423424,12.449144708,,96.0,0.4602542525229477,10.530256044902051,-0.0929681614296913,0.3894891754367883,-0.146950061094,0.0822359700208,0.406564144432,,,0.0036820205753543,-0.0071652040733708,-0.0925382491852891,0.389268254202267,,0.389489175437,-0.0929681614297,,12.3889612445,,0.365607168927,,,0.0593587189005,0.458475837073,27,16,18.9640157223,52.0,M�nnlich
7.0,-6.5426100857,-27.763812147,,2.94396979374,0.551586078569,10.8412015164,366.962623892,0.266453781736,-28.2672825314,-0.4342598859628166,0.1325836940497035,-8.89627874522,11.5274884399,,96.0,0.1412115245294737,10.8418816413117,-0.4553570605787132,0.3359480444920026,-0.0696732383841,-0.276597852981,0.318846259281,,,0.104390056591855,-0.3380643198666668,-0.1172927407120463,0.2315579879001476,,0.328461781979,-0.463541458594,,11.2851457417,,0.375320066305,,,0.191586260635,0.142128922003,27,16,18.9640157223,52.0,M�nnlich
8.0,3.76606373631,27.6975627039,,-2.06136446218,0.183626401718,11.4061573045,282.831182003,0.597561443896,27.7054968473,-0.5846421379436681,-0.0483275053927884,-7.94835647742,15.6337742103,,96.0,-0.0530030202254728,11.407361441783074,-0.6010400463475879,-0.048673290166463,0.0375344912451,0.26436910239,0.483595280968,,,-0.0336162563099064,-0.4694234148581355,-0.1316166314894521,-0.0150570338565565,,-0.0504915582144,-0.600915502408,,15.6435561761,,0.764125764287,,,0.336257562832,-0.0527125733475,27,16,18.9640157223,52.0,M�nnlich
9.0,45.2251801918,69.2366124817,,-2.45782793123,0.237141153696,11.7764479816,-14.306662682,0.0914990154852,69.4573333509,-0.4075737287292111,-0.2573431558557261,0.189475617863,-6.43258257179,,96.0,-0.2493184540399344,11.776707503725616,-0.1174390829044219,0.2699074054832927,0.452636629366,0.692366124817,-0.221641405405,,,-0.2037235503015203,-0.3258430724413581,0.2084039895369361,0.4736309557848129,,0.269907405483,-0.117439082904,,-6.64733113714,,0.960073552984,,,0.179657171151,-0.248001277986,27,16,18.9640157223,52.0,M�nnlich
10.0,1.86334957309,29.7356851291,616.625,-2.38131649164,0.0518147301596,11.6109812077,296.594655279,0.211648296066,29.4006926035,-0.4822709448891363,-0.3559026744387479,-8.71923779553,19.6116069971,,96.0,-0.6036856102006692,11.609721274709951,-0.1514185164656533,0.4250763770999679,0.0187314148792,0.297652297839,0.405785024596,,,-0.2835151630255114,-0.3867977887045699,0.2353792722389165,0.7085915401254793,,0.4250763771,-0.151418516466,,19.8520559089,,0.857320217906,,,0.229316774294,-0.60116826879,27,16,18.9640157223,52.0,M�nnlich
11.0,0.203568378366,41.7775182558,,-2.19908397768,0.103633525152,11.392086642,197.85742794,0.132258141371,42.0004058794,-0.4105177670712525,-0.437831762060969,-5.58934813293,7.39255310819,,96.0,-0.9777657116523362,11.390780483403,-0.1408657288407026,0.3864041407454373,0.00211494495103,0.417775182558,0.167193050596,,,-0.349370463821926,-0.3293961306702353,0.1885304018295326,0.7357746045673632,,0.386404140745,-0.140865728841,,7.74594203791,,0.774537271938,,,0.239332308374,-0.975821434739,27,16,18.9640157223,52.0,M�nnlich
12.0,23.4428096537,17.6101158419,,-2.11793630882,0.220510690213,11.0891326257,345.208556067,-0.184372830429,17.2493135865,-0.201759401027236,-0.2619541528390074,-7.06882987675,-20.1795074862,,96.0,-1.2794059830694309,11.08610534895469,0.1063389371435283,0.4733803374350151,0.234120683196,0.175625412517,-0.519279123299,,,-0.216390543089338,-0.1666997649092633,0.2730387020527915,0.6897708805243531,,0.473380337435,0.106338937144,,-20.3028237702,,0.711628361649,,,0.172699795927,-1.27768154105,27,16,18.9640157223,52.0,M�nnlich
13.0,9.35090832274,19.9077811776,,-2.40896658233,0.282808050546,10.5755046381,555.186644308,-0.532619083569,20.21467535,-0.0155661348920424,-0.0090150286286238,-12.482501867,-19.9308197721,,96.0,-1.4659867992994025,10.56788236371672,0.2467875089093447,0.5184964843169477,0.0931190991365,0.199077811776,-0.630683629766,,,-0.0105499290134391,-0.0121335032971948,0.248486199370952,0.5199734743788291,,0.518496484317,0.246787508909,,-20.0778275962,,0.621921245183,,,0.0645838879691,-1.46386245578,27,16,18.9640157223,52.0,M�nnlich
14.0,15.7142417235,3.43577902939,,-2.89466761183,0.124453939853,10.222811787,260.878663862,-0.294131102294,2.53054029788,-0.476481869732348,-0.052156140687215,-6.70933352154,9.05202963455,,96.0,-1.8112452798788008,10.222838326722876,-0.1421904426812907,0.446824254016233,0.157216070729,0.0355060566758,0.29588140015,,,-0.0420461421319746,-0.3721359947878586,0.2299455521065678,0.4888703961482079,,0.446824254016,-0.142190442681,,9.12058661609,,0.729872557257,,,0.0858994816109,-1.80833392603,27,16,18.9640157223,52.0,M�nnlich
15.0,25.435918046,27.8981454305,715.285714286,-3.06152625169,0.166000870948,10.3454399721,397.238976088,-0.0865186607213,28.0893667528,-0.6088819372325285,0.0141387260036086,-9.18159614865,-11.0057221134,,96.0,-2.22613610494627,10.346943695858062,-0.2003245182722481,0.3999447448206314,0.254711053177,0.280124632398,-0.216998330671,,,0.0106627202559234,-0.487129352424665,0.2868048341524168,0.3892820245647079,,0.399944744821,-0.200324518272,,-10.9225752069,,1.04473209838,,,0.0494658466688,-2.22303028028,27,16,18.9640157223,52.0,M�nnlich
16.0,23.8849349534,-3.04633429835,,2.48640343417,0.251433262051,10.4997117285,505.485194228,-0.237636969372,-3.32472800429,-0.495872330824181,0.0922847780408064,-11.2865997172,-13.4644716195,,96.0,-2.645519287452479,10.50047246561656,-0.0232391698783754,0.4180931346485438,0.237656166697,-0.030254378038,-0.233660838447,,,0.0730637300604993,-0.401581367429811,0.3783421975514356,0.3450294045880443,,0.418093134649,-0.0232391698784,,-13.5569024421,,0.996138483805,,,0.0929562138919,-2.64279196622,27,16,18.9640157223,52.0,M�nnlich
17.0,-32.3659014179,-7.4130273359,,2.79017390054,0.0610506747481,10.5216312511,452.443832767,-0.131981258271,-7.473095266,-0.2031149240986332,0.0954599364022875,-11.2647969441,11.3672547004,,96.0,-2.9657668480227506,10.521688061340932,0.0240004993405737,0.1752172139460006,-0.323659014179,-0.0749901412786,0.33302579431,,,0.0772192813808891,-0.1663031520509924,0.1903036513915663,0.0979979325651115,,0.175217213946,0.0240004993406,,10.8383795209,,0.881935232906,,,0.06830006802,-2.96425796108,27,16,18.9640157223,52.0,M�nnlich
0.0,-1.43906631192,62.4083657628,,2.73027463142,0.0777931136483,9.21493036492,105.60468526,-0.182881126221,62.43985476,,,-2.61825685277,-4.90999406272,,54.0,2.2241667570020325,9.215762718805207,-2.70823861770662e-05,0.4843397630177142,-0.0102187580441,0.624083657628,-0.163844617667,,,,,-2.70823861770662e-05,0.4843397630177142,,0.484339763018,-2.70823861771e-05,,-4.91150219831,,0.924875314677,,,0.0102591645778,2.22587033591,27,17,10.5603666306,52.0,M�nnlich
1.0,-1.56970592497,43.8661282327,611.75,2.53534536867,0.173197480213,9.52322792604,157.554283015,-0.183730123153,43.9066375459,,,-4.03650389478,-0.7262622362,,54.0,1.6841304583703482,9.525115550401187,0.0060683650553549,0.7436882903261242,-0.0160745693598,0.438661282327,-0.0249249976891,,,,,0.0060683650553549,0.7436882903261242,,0.743688290326,0.00606836505535,,-0.743254289423,,0.758609428681,,,0.0268533182193,1.68707097755,27,17,10.5603666306,52.0,M�nnlich
2.0,-18.2762941843,38.8840937436,,2.43908708018,0.339384475448,10.0112044302,197.237193598,0.104390924823,38.9394163573,,,-5.61413739616,11.1447399718,,54.0,1.0956843905385,10.011197888293845,-0.0713652914717083,0.8023415977461595,-0.183101516588,0.388840937436,0.372072832887,,,,,-0.0713652914717083,0.8023415977461595,,0.802341597746,-0.0713652914717,,11.252802303,,0.618220818085,,,0.0348191789714,1.0958408948,27,17,10.5603666306,52.0,M�nnlich
3.0,-23.1088894231,12.2744864416,,2.70488086731,0.443976987433,10.5756201354,265.38941218,0.467256242548,11.6797502895,-0.4561163117194221,0.1661954186549626,-7.27585680844,18.6061963927,,54.0,0.5844682137597703,10.526220677699463,-0.3860920441113149,0.7876960338661331,-0.230250420968,0.122246311958,0.492129006605,,,0.1247811286551116,-0.3365945940929921,-0.2379904227103983,0.7327923372578837,,0.787696033866,-0.386092044111,,18.1169807116,,0.449800046038,,,0.0515438718404,0.531520459802,27,17,10.5603666306,52.0,M�nnlich
4.0,10.0063105069,20.2253179415,,-0.929053030324,0.257919525803,11.2909802247,640.589135648,0.761467666654,21.1251627283,-0.7842529875258124,-0.0489963608936751,-18.6312834774,40.3272151573,,54.0,-0.1011006691059541,11.288659022845213,-0.832797345935185,0.3984975661108583,0.100404800301,0.189655790481,0.890888178593,,,-0.0302458891342677,-0.6281193328706163,-0.2046780130645686,0.4287434552451259,,0.398497566111,-0.832797345935,,40.4880758964,,0.675531690176,,,0.346789760558,-0.102584165455,27,17,10.5603666306,52.0,M�nnlich
5.0,70.9207878117,69.3669108898,,-2.34079240394,0.178612316302,11.7409825773,-125.289051156,0.261581590226,69.456751135,-0.5968633548094687,-0.5321435838253308,3.10944052725,-8.77303802718,,54.0,-0.6379148447805122,11.741497733149744,-0.2736055719466126,0.2988330461018386,0.701879450373,0.631106732275,-0.287688143101,,,-0.4216376696814484,-0.4805149522657559,0.2069093803191437,0.7204707157832871,,0.298833046102,-0.273605571947,,-8.63564435604,,0.970640511366,,,0.27540257408,-0.634970114848,27,17,10.5603666306,52.0,M�nnlich
6.0,11.9696904459,63.4827159597,634.25,-2.20626509464,0.0946860526335,11.5229149619,469.470856627,-0.0170610093031,63.4606892212,-0.5245130059219096,-0.6096542791085178,-11.3375211335,-13.3534518655,,54.0,-0.9472785156132272,11.52070303029704,0.0317627091824841,0.4579220724954365,0.119745731919,0.619200942755,-0.161878776062,,,-0.4873119584403582,-0.4200879944760081,0.4518507036584922,0.945234030935795,,0.457922072495,0.0317627091825,,-13.4032045385,,0.872472670152,,,0.278769866232,-0.946072057444,27,17,10.5603666306,52.0,M�nnlich
7.0,8.85361721404,55.9711718497,,-2.2379979486,0.218406838627,11.0894743195,497.558005921,-0.0358968361838,56.0974183031,-0.490475797867054,-0.5329746338152832,-13.1110453082,3.6553601448,,54.0,-1.2626659421591162,11.08798146493067,-0.0382190363738851,0.6098711136844114,0.0886037740396,0.536263466603,0.0636101977714,,,-0.4327686320220503,-0.3973395696155917,0.3591205332417065,1.042639745706462,,0.609871113684,-0.0382190363739,,3.4877328822,,0.736137657945,,,0.295693626552,-1.26116381389,27,17,10.5603666306,52.0,M�nnlich
8.0,18.8436041844,30.9967224877,,-2.39176779455,0.172106764782,10.4664081768,999.858822324,-0.545487110116,30.7997121035,-0.4076511151737522,-0.245469111745654,-21.4446528996,-54.53941982,,,-1.6925813982758764,10.481380960348178,0.0468028648073781,0.7433419490935225,0.187563089934,0.309967224877,-0.916402114267,,,-0.1952439012791439,-0.3160796803081536,0.3249529834785533,0.9151565822191696,,0.743341949094,0.0468028648074,,-54.1893490061,,0.78445583225,,,0.126295848277,-1.70041676291,27,17,10.5603666306,52.0,M�nnlich
9.0,12.3409488605,32.0867265979,,-2.62984446503,0.0731284186139,10.2550079014,565.541161901,-0.46802477773,32.0206279637,-0.7947466205725058,-0.0638911901954945,-13.3417955584,-11.8126135314,,54.0,-2.312416695280794,10.255740496031834,-0.3051659528687155,0.7211093341127605,0.124054437046,0.305503781359,-0.121012162684,,,-0.0573725228718065,-0.6350450807531931,0.3298791278844776,0.7784818569845668,,0.721109334113,-0.305165952869,,-11.6312471689,,0.912703129753,,,0.195516956931,-2.30703866123,27,17,10.5603666306,52.0,M�nnlich
0.0,-1.20436936756,61.0772861919,,2.81971767836,0.510780311923,9.45953790918,134.274669801,-0.189871273188,61.0052613053,,,-3.50575549239,-3.69066838639,,95.0,2.585072904508747,9.46012491351776,0.0090950736730259,0.4328142933531589,-0.0125171867079,0.610772861919,-0.12269103196,,,,,0.0090950736730259,0.4328142933531589,,0.432814293353,0.00909507367303,,-3.68073095879,,1.32186617812,,,0.330271970125,2.58737996871,27,18,11.0200941563,52.0,M�nnlich
